vidid,ad_view
VID_10635,73993
VID_20840,6
VID_3096,3
VID_3244,5
VID_21373,1509
VID_5533,4
VID_4549,4
VID_22471,12646
VID_3835,6
VID_17761,73
VID_5721,10
VID_510,64
VID_19978,2244
VID_15191,45
VID_17998,5
VID_23349,536
VID_13271,3
VID_16457,97
VID_21777,5262
VID_6416,3
VID_11087,64
VID_7437,18
VID_22835,1238
VID_8283,1
VID_13522,4
VID_7611,10
VID_8984,10
VID_10628,52
VID_9849,159
VID_1968,2853
VID_11578,375
VID_2237,6
VID_15132,165
VID_12746,1998
VID_3130,13
VID_9593,7
VID_10652,65216
VID_14015,17
VID_7116,5
VID_19028,654
VID_17430,776
VID_21788,1748
VID_15831,370
VID_5942,20
VID_15029,17
VID_4352,10
VID_21653,88899
VID_6190,12
VID_7095,2
VID_2485,3
VID_6437,32
VID_11325,139
VID_13363,84
VID_6398,9
VID_10189,423
VID_18253,1680
VID_15829,24
VID_12349,162
VID_11887,1460
VID_22327,1929
VID_10815,28
VID_1776,2
VID_3175,1108
VID_21068,695
VID_7316,168
VID_21999,13
VID_19345,2140
VID_3700,18
VID_7802,2
VID_2126,301
VID_1254,775
VID_18091,8
VID_323,1299
VID_605,1195
VID_22819,2
VID_6178,8
VID_20098,251
VID_18451,19
VID_21177,4
VID_6010,2
VID_21931,7
VID_14297,14
VID_19770,440
VID_18120,3992
VID_1563,5
VID_976,62
VID_5235,1
VID_4540,72
VID_17883,128
VID_16527,64
VID_1118,8814
VID_22359,25183
VID_10076,18
VID_654,2762
VID_15065,1442
VID_16385,2
VID_767,135
VID_18898,862
VID_11910,19
VID_11880,3538
VID_23174,880
VID_6947,3
VID_23593,1641
VID_20704,298
VID_6935,41
VID_19859,1
VID_6578,47
VID_9747,799
VID_13132,11
VID_8734,9
VID_22732,900
VID_18516,1366
VID_1949,11040
VID_22124,6336
VID_8310,26
VID_14424,276
VID_18895,1018
VID_13210,196
VID_14732,1013
VID_6603,40
VID_19754,44
VID_9276,3
VID_6369,221
VID_12207,549
VID_11183,18
VID_18547,5
VID_12303,5
VID_1587,7661
VID_22246,1850
VID_16300,419
VID_4282,47
VID_12064,110
VID_20842,75
VID_21172,14019
VID_4541,527
VID_12477,8
VID_18127,10072
VID_1502,17
VID_18016,6854
VID_10950,7998
VID_11735,50
VID_11959,66
VID_20482,1542
VID_5816,2
VID_7301,14
VID_226,3
VID_20856,7
VID_5107,12
VID_11678,2
VID_23497,1813
VID_6797,492
VID_22106,453
VID_10151,708
VID_6725,1
VID_2435,2437
VID_17908,15496
VID_454,4
VID_23067,2276
VID_21609,274
VID_3253,174
VID_5935,4
VID_1568,10818
VID_14804,32
VID_22087,172
VID_9497,3653
VID_4592,5
VID_5831,2
VID_11356,677
VID_17667,602
VID_13649,918
VID_7974,6
VID_6013,135
VID_4389,128
VID_19030,5467
VID_832,731
VID_14244,66
VID_282,4942
VID_17406,9
VID_12603,14
VID_4580,1530
VID_9481,5
VID_22005,60
VID_20093,239
VID_3816,1
VID_12403,16
VID_16868,2
VID_11701,28
VID_16884,1
VID_7812,1
VID_1655,851
VID_21729,1640
VID_6951,67
VID_17539,193
VID_2956,8
VID_10006,2
VID_14881,274
VID_1138,155
VID_14030,385
VID_3201,446
VID_17876,309
VID_20857,1627
VID_2154,332
VID_5544,15
VID_10712,20
VID_6910,2055
VID_2882,225
VID_15719,1141
VID_2706,14
VID_143,227
VID_10659,3
VID_22669,108
VID_3256,5
VID_18252,4
VID_137,2242
VID_8672,11
VID_12118,13298
VID_6922,16
VID_17178,2
VID_4557,642
VID_8160,584
VID_6384,13
VID_23225,3
VID_17567,2
VID_3948,4
VID_9140,2
VID_7953,43
VID_11092,32
VID_1181,166
VID_8841,3
VID_1656,27
VID_1754,20
VID_9938,3
VID_14679,2474
VID_19110,2005
VID_17072,1589
VID_18196,797
VID_14429,5
VID_20829,3252
VID_1727,21
VID_4614,1957
VID_16758,4459
VID_44,1122
VID_15213,66
VID_1709,237
VID_5094,3782
VID_15523,267
VID_14180,66
VID_17357,55
VID_23027,1
VID_9263,2510
VID_739,105
VID_4921,8
VID_12691,1529
VID_3569,85
VID_5953,65
VID_21747,8
VID_9598,76597
VID_176,59
VID_19040,944
VID_6705,3
VID_21343,1806
VID_4162,143
VID_22679,14
VID_19508,4
VID_2131,1363
VID_9655,73
VID_4729,5
VID_21712,2151
VID_23591,2533
VID_1571,6880
VID_19048,393
VID_10794,793
VID_8462,103
VID_7572,2
VID_19660,64
VID_10977,6
VID_18270,41
VID_10621,10
VID_20459,1846
VID_8902,29
VID_8879,258
VID_23588,6
VID_21748,6
VID_17517,13
VID_17678,1
VID_12011,368
VID_21869,74
VID_7035,98
VID_915,1334
VID_3330,8
VID_21146,76
VID_5812,2
VID_21236,13
VID_19792,80
VID_11920,170
VID_8060,7
VID_11201,2
VID_4814,460
VID_2255,1
VID_1557,5087
VID_4517,89
VID_1847,47
VID_12468,14
VID_17563,858
VID_6092,48
VID_8505,8
VID_3145,5
VID_4523,6
VID_5572,8
VID_15622,3
VID_23664,2095
VID_1199,7
VID_20859,519
VID_20219,1
VID_14843,35
VID_10143,553
VID_18589,112
VID_12417,9
VID_13581,89
VID_3415,18
VID_17443,7
VID_4628,5
VID_2661,25254
VID_7209,60
VID_7870,1
VID_17045,4
VID_20063,362
VID_11909,22
VID_17225,9
VID_14680,15
VID_7326,498
VID_15140,93
VID_2324,371
VID_2936,3236
VID_18115,372
VID_9316,817
VID_18367,25485
VID_15205,134
VID_3068,1484
VID_6319,557
VID_14285,28
VID_20949,658
VID_7519,122
VID_5836,129
VID_20268,20
VID_12833,1
VID_17659,1301
VID_7137,8
VID_22579,2179
VID_21681,1359
VID_2911,93
VID_23348,476
VID_15619,4
VID_10327,5
VID_13590,113
VID_9793,1875
VID_22698,111
VID_2798,63
VID_15022,654
VID_23502,28
VID_865,1777
VID_12126,1
VID_10439,2224
VID_3103,117
VID_10764,6
VID_20169,9
VID_20766,5
VID_20512,687
VID_21472,7
VID_18887,93
VID_922,1353
VID_21984,459
VID_16563,325
VID_16788,2
VID_17778,18
VID_1904,71
VID_928,5487
VID_12845,6
VID_6422,12
VID_10221,83
VID_15977,515
VID_21774,4709
VID_19891,1
VID_23519,20
VID_9823,5024
VID_17541,211
VID_15111,245
VID_19743,17
VID_5621,539
VID_7492,4
VID_4974,13
VID_3104,2
VID_22084,4480
VID_8234,158
VID_13324,351
VID_18874,149
VID_12753,9926
VID_3226,3
VID_5911,1
VID_18670,25
VID_13918,53
VID_22137,654
VID_5582,1183
VID_17134,3258
VID_6065,489
VID_7714,106
VID_19758,86
VID_5181,19
VID_11772,594
VID_10293,16
VID_18907,181
VID_11238,29
VID_9684,2
VID_14439,1
VID_3502,20
VID_4648,454
VID_13653,4848
VID_7319,39
VID_22221,600
VID_10521,25
VID_23193,678
VID_9209,465
VID_386,6
VID_41,1047
VID_4129,5
VID_1323,583
VID_19618,7336
VID_6806,163
VID_5608,4
VID_8789,166
VID_16467,11
VID_3723,5
VID_4399,216
VID_259,15
VID_17597,885
VID_21110,3
VID_293,111
VID_22872,2790
VID_3543,34
VID_17344,4
VID_2219,2
VID_4004,193
VID_4449,166
VID_3243,93
VID_11767,294
VID_19467,4
VID_16918,1266
VID_8455,1
VID_20744,398
VID_20358,23020
VID_23417,7
VID_4859,5
VID_21291,15
VID_2742,2
VID_932,190
VID_4665,2
VID_1931,711
VID_834,457
VID_16455,128
VID_18695,293
VID_12570,12
VID_3363,5
VID_1429,30
VID_23147,7
VID_370,9
VID_8257,3
VID_14746,1846
VID_12892,1101
VID_9440,150
VID_6662,15
VID_2439,682
VID_18596,3
VID_5669,6
VID_20658,145
VID_5661,23
VID_19314,43
VID_21996,1110
VID_4895,3
VID_17999,18
VID_1786,284
VID_23173,101
VID_7943,3
VID_12577,6333
VID_17318,49
VID_21978,8
VID_11917,1222
VID_7819,2
VID_16076,1373
VID_1612,2395
VID_17300,5
VID_19434,2
VID_5088,541
VID_21732,1319
VID_12730,8
VID_1460,862
VID_17895,1
VID_16178,717
VID_22430,35
VID_12248,40
VID_18022,13588
VID_3374,20
VID_3356,873
VID_23558,7
VID_21886,63
VID_12680,1
VID_5318,11
VID_18729,1119
VID_3743,38
VID_22340,5557
VID_7883,4
VID_14571,5
VID_20046,454
VID_14313,326
VID_19082,6
VID_11669,9
VID_2403,258
VID_7712,587
VID_18609,40877
VID_11421,361
VID_17566,35
VID_18756,1150
VID_4247,4766
VID_873,1414
VID_5746,23
VID_13164,5
VID_7328,2
VID_12080,5574
VID_6225,1
VID_21762,1590
VID_7152,17
VID_18531,5434
VID_13933,27
VID_20645,2
VID_7912,67
VID_3764,4
VID_1419,45
VID_10266,14764
VID_17267,490
VID_17708,378
VID_14260,752
VID_22827,1623
VID_15849,2125
VID_6295,2
VID_4035,59
VID_15408,1340
VID_17222,772
VID_6272,328
VID_11058,174
VID_7933,6
VID_10786,156
VID_15374,409
VID_19008,2154
VID_2844,1075
VID_12873,2
VID_1355,36
VID_19948,8
VID_13963,2933
VID_21011,1073
VID_21482,461
VID_21047,4757
VID_4720,233
VID_22653,2
VID_17703,286
VID_13037,74
VID_18144,8054
VID_23720,110326
VID_15700,93
VID_2508,296
VID_22904,992
VID_17530,164
VID_18410,4247
VID_1699,5
VID_13566,6
VID_8420,975
VID_11889,1809
VID_895,479
VID_3134,12
VID_10710,146141
VID_4238,7
VID_11849,66
VID_2588,33
VID_6522,4
VID_12950,17
VID_11709,10
VID_16269,89
VID_364,1531
VID_2644,23
VID_23659,124
VID_2730,3612
VID_1454,20359
VID_2825,725
VID_20225,4
VID_1489,46
VID_23715,1626
VID_12821,2
VID_11847,220
VID_7640,98
VID_19332,43
VID_5762,2
VID_20998,203
VID_11454,16
VID_17762,5
VID_691,396
VID_21981,25
VID_14040,37
VID_5138,8
VID_2373,2401
VID_6714,12
VID_19344,2972
VID_6267,40
VID_7897,11
VID_13511,174
VID_6917,16
VID_3310,11
VID_14906,4372
VID_7881,11
VID_13142,27
VID_15795,1
VID_18665,3
VID_2431,6695
VID_13625,8050
VID_2025,2702
VID_1001,14
VID_3076,1
VID_16999,3
VID_22546,14
VID_22344,3751
VID_20339,3120
VID_504,2
VID_17790,242
VID_3641,119
VID_18275,2008
VID_14821,171
VID_1580,16712
VID_9979,191
VID_21425,10
VID_6419,17
VID_6374,23
VID_23257,3
VID_6998,1449
VID_8926,330
VID_4243,2
VID_14086,8
VID_22645,4
VID_21879,15
VID_9573,24713
VID_1998,12
VID_14137,222
VID_7136,2
VID_9981,2
VID_11657,3
VID_7110,125
VID_21099,5339
VID_1543,15019
VID_5706,180
VID_23139,23747
VID_5755,3
VID_13994,1
VID_11854,1729
VID_18964,3
VID_14089,163
VID_1725,1765
VID_14435,7
VID_13519,879
VID_6687,1
VID_992,1048
VID_13255,21882
VID_8720,83
VID_22967,487
VID_21862,4
VID_1011,3
VID_18429,5
VID_19556,4364
VID_11414,193
VID_4631,129
VID_886,113
VID_18079,1382
VID_16482,9
VID_23628,833
VID_2940,4
VID_22096,1591
VID_18014,10
VID_8405,3
VID_7807,1
VID_12928,1382
VID_23436,25
VID_2351,220
VID_22593,199
VID_10735,53254
VID_9377,1
VID_12438,873
VID_20892,5616
VID_1087,66
VID_5149,734
VID_1085,517
VID_16895,17
VID_10319,8
VID_4222,17
VID_13244,143
VID_14100,291
VID_4217,1
VID_10197,1
VID_3220,6
VID_13107,1
VID_6301,7
VID_15202,138
VID_8263,32
VID_10766,1
VID_6885,4
VID_8141,3
VID_20428,34
VID_14824,1
VID_7651,488
VID_10878,551
VID_4263,9
VID_9922,64
VID_6475,2
VID_15557,708
VID_17806,4484
VID_17324,13
VID_19027,294
VID_21128,5087
VID_3196,9
VID_9196,973
VID_17497,41
VID_11413,280
VID_10917,1379
VID_22606,366
VID_9824,1607
VID_23286,27
VID_9752,4369
VID_13761,446
VID_21939,306
VID_535,5
VID_23444,29
VID_1499,1445
VID_5034,18
VID_9413,340
VID_6244,7
VID_23106,12
VID_19719,274
VID_4412,644
VID_18926,201
VID_23637,2210
VID_18666,4
VID_21005,1912
VID_18951,150
VID_9165,639
VID_3715,464
VID_10362,26
VID_2231,2
VID_9123,263
VID_577,487
VID_11922,10
VID_11881,2
VID_21127,17
VID_14805,113
VID_19323,10
VID_10125,4
VID_1717,18
VID_1819,39
VID_1609,413
VID_18343,27
VID_4800,504
VID_4740,104
VID_6502,8
VID_9232,41
VID_13675,4
VID_2567,18
VID_3546,19
VID_23743,2139
VID_23270,1
VID_12998,32
VID_21509,17
VID_3602,6573
VID_21989,2274
VID_5159,134
VID_20289,57
VID_7900,6
VID_3558,106
VID_1764,3
VID_13204,112
VID_5433,910
VID_12037,2256
VID_19320,9
VID_437,2093
VID_17153,220
VID_2276,83
VID_8949,53893
VID_16265,65
VID_4154,7
VID_10593,825
VID_10169,4
VID_7906,45
VID_6160,6
VID_13735,20318
VID_20644,56
VID_22389,1682
VID_18986,164
VID_20038,6
VID_8929,4
VID_20100,3629
VID_22080,16
VID_2332,82
VID_20975,28
VID_10824,25
VID_15323,3078
VID_20227,121
VID_9309,318
VID_23675,31
VID_7155,148
VID_2486,2
VID_16861,3
VID_8262,662
VID_23488,139
VID_7263,11
VID_20886,56
VID_9753,2243
VID_8774,6
VID_17309,797
VID_5337,5
VID_3417,16
VID_8173,234
VID_22302,2687
VID_19169,417
VID_1565,18
VID_6686,370
VID_15440,133
VID_1331,652
VID_19093,2
VID_10763,1
VID_9601,14
VID_15982,8
VID_3000,268
VID_1963,9
VID_9075,635
VID_16285,57
VID_19832,11
VID_21280,663
VID_2264,7
VID_14929,198
VID_15811,144
VID_22700,351
VID_20594,15
VID_15193,40
VID_7700,3113
VID_2820,1567
VID_812,173
VID_11751,879
VID_22881,4
VID_958,1175
VID_17729,285
VID_11596,532
VID_19325,44
VID_2190,1439
VID_13073,68
VID_6840,28414
VID_12225,7
VID_5837,15
VID_18859,367
VID_3769,124
VID_2115,1667
VID_3746,4
VID_4813,27
VID_17143,1454
VID_8066,5
VID_17772,5
VID_10821,1398
VID_10238,9
VID_5016,166
VID_19825,66
VID_23632,10
VID_22367,46722
VID_19159,18
VID_5258,8
VID_2447,720
VID_2285,928
VID_9562,781
VID_8430,1068
VID_20007,63
VID_12308,13052
VID_4198,7
VID_17417,19
VID_16302,14
VID_14813,30
VID_17865,4
VID_16200,225
VID_2072,27
VID_9596,368
VID_6098,3
VID_17429,15
VID_21895,1472
VID_9835,3706
VID_10989,9
VID_2035,7874
VID_12355,119
VID_12657,2
VID_19220,19
VID_19275,2232
VID_19369,337
VID_18225,1668
VID_9897,3597
VID_10933,24
VID_12062,66
VID_3268,4
VID_2127,550
VID_1366,246
VID_798,1056
VID_11037,5
VID_8945,4
VID_17210,3
VID_6112,27
VID_22798,2
VID_19582,71
VID_1276,23
VID_19072,2704
VID_4995,4
VID_14521,3
VID_6580,2
VID_7648,257
VID_13218,3287
VID_12709,1993
VID_4152,1223
VID_5017,203
VID_12246,6
VID_3971,3
VID_388,3875
VID_303,1224
VID_18386,35
VID_8321,3
VID_761,6
VID_6250,3
VID_3051,8
VID_8930,452
VID_23327,150
VID_10395,7
VID_6038,3
VID_15890,672
VID_13023,228
VID_15120,92
VID_11617,995
VID_18165,382
VID_5280,3
VID_5648,4
VID_10782,585
VID_21087,31
VID_21352,517
VID_9585,1389
VID_6821,8851
VID_15087,647
VID_19654,4406
VID_10413,1075
VID_22027,17
VID_5081,974
VID_6452,60
VID_16047,2
VID_14887,516
VID_12293,2286
VID_10093,3
VID_12852,2238
VID_2498,798
VID_7027,201
VID_2493,753
VID_21706,1690
VID_14603,35
VID_5878,4
VID_965,8
VID_9432,427
VID_9060,10
VID_6273,46
VID_20500,52
VID_18347,354
VID_12503,1
VID_19854,1
VID_3007,12908
VID_10533,2790
VID_7212,154
VID_6928,30
VID_10737,2
VID_11747,60
VID_7988,9
VID_8302,2894
VID_13951,8
VID_6027,19
VID_15919,1
VID_14027,664
VID_3261,7
VID_4875,7
VID_13573,145
VID_22534,4
VID_11699,1274
VID_9756,2379
VID_18923,31
VID_14146,2055
VID_7005,9
VID_17570,19
VID_10623,164
VID_20406,64
VID_9855,6
VID_4293,3
VID_16121,3867
VID_6836,1088
VID_21469,110
VID_4587,32
VID_15753,26
VID_19328,3924
VID_6206,38
VID_14693,921
VID_2621,12
VID_6674,43
VID_6064,748
VID_1561,1634
VID_20424,6
VID_1743,49
VID_634,4
VID_3729,2065
VID_14834,59
VID_1112,1974
VID_12556,7
VID_17801,4108
VID_15945,4
VID_22283,12
VID_20449,7664
VID_19298,1092
VID_13682,578
VID_22045,58
VID_22228,3354
VID_10447,14
VID_10550,2043
VID_16309,91
VID_14611,47
VID_10091,1
VID_4195,7
VID_21884,6918
VID_2200,1
VID_14959,4
VID_22060,7
VID_3760,4
VID_5295,265
VID_15783,90
VID_17910,946
VID_17958,376
VID_18047,3
VID_20926,4609
VID_3731,10
VID_994,576
VID_13333,211
VID_8368,1868
VID_5073,1846
VID_20503,14
VID_10522,10
VID_19652,2201
VID_4881,4
VID_18340,20087
VID_10149,380
VID_5158,4197
VID_18273,254
VID_13454,497
VID_13681,1546
VID_19689,3151
VID_21289,5193
VID_6464,4
VID_13637,2439
VID_9351,7
VID_8366,286
VID_23188,3
VID_12067,129
VID_8565,13916
VID_20572,67
VID_22159,12622
VID_19319,15
VID_12375,2102
VID_17832,6
VID_7709,7361
VID_7814,10
VID_14806,1340
VID_19850,85
VID_243,9
VID_15442,4
VID_7036,5
VID_380,1517
VID_15738,26
VID_6106,2
VID_13875,7
VID_7114,6
VID_21784,238
VID_18238,1047
VID_2632,8
VID_13335,248
VID_11278,262
VID_20865,66
VID_5590,6
VID_10834,344
VID_14776,83
VID_14535,20
VID_20753,22
VID_11716,158
VID_6442,9
VID_14855,1
VID_5618,318
VID_15705,18
VID_21268,249
VID_6719,8
VID_12439,12
VID_19495,2648
VID_1413,336
VID_19700,1920
VID_18724,6904
VID_20607,290
VID_67,197
VID_17220,441
VID_5923,436
VID_15913,103118
VID_16408,160
VID_16364,2645
VID_16933,528
VID_15529,361
VID_11148,31
VID_12324,4
VID_5617,9
VID_7904,6
VID_16263,694
VID_12364,34
VID_12538,17
VID_22150,1046
VID_3643,469
VID_1672,71
VID_12028,43
VID_9769,1204
VID_5028,2136
VID_15031,18
VID_4006,1
VID_13135,7
VID_17048,287
VID_13862,537
VID_22781,129
VID_4286,14166
VID_15754,32
VID_6118,139
VID_12929,425
VID_20172,63
VID_12981,340
VID_19861,32
VID_23691,127
VID_6638,12783
VID_8177,10
VID_15137,12
VID_10369,2
VID_18888,271
VID_968,5
VID_15157,1444
VID_23693,358
VID_14298,9
VID_20552,449
VID_9109,1212
VID_3272,5
VID_19926,47
VID_5432,2
VID_19362,19
VID_2721,5
VID_11957,291
VID_8323,3
VID_645,3576
VID_2783,142
VID_13684,270
VID_18745,135
VID_2193,883
VID_19488,18
VID_6168,2
VID_21456,4
VID_7573,2117
VID_20065,353
VID_11804,4
VID_15866,275
VID_13110,4
VID_7220,213
VID_16965,847
VID_20407,11
VID_19807,15
VID_22434,74
VID_11886,16
VID_19299,124249
VID_2583,17
VID_4770,12
VID_3421,3
VID_18263,476
VID_22062,8
VID_21908,1162
VID_8584,16
VID_3106,1
VID_7464,2
VID_684,492
VID_13709,353
VID_23655,987
VID_8589,141
VID_4824,12
VID_12596,16
VID_9452,776
VID_14432,226
VID_7849,2
VID_6822,60
VID_392,112
VID_12777,6
VID_13616,608
VID_15792,51
VID_11060,5
VID_18182,254
VID_12237,26
VID_15759,36
VID_15351,247
VID_16436,1449
VID_16993,11
VID_15666,228
VID_20082,1170
VID_23470,1082
VID_15347,355
VID_23453,119
VID_10613,818
VID_20155,86
VID_7919,818
VID_289,1049
VID_16248,1123
VID_15023,75
VID_5776,75
VID_7234,112
VID_15841,540
VID_23258,599
VID_3322,9
VID_3510,12
VID_4057,15
VID_8683,407
VID_12924,155
VID_19014,146
VID_4319,1
VID_9574,482
VID_4942,2
VID_12485,37
VID_18915,670
VID_23465,43
VID_5395,4
VID_4252,24
VID_18134,2301
VID_4898,61
VID_21615,153
VID_9433,209
VID_2216,20
VID_17785,7132
VID_17327,36
VID_20818,225
VID_7475,218
VID_20723,1366
VID_22157,3418
VID_7481,1
VID_7159,140
VID_16515,2
VID_274,1731
VID_14701,1515
VID_20123,122
VID_4368,254
VID_4574,73
VID_1576,3527
VID_11992,2
VID_19868,37
VID_8342,375
VID_22655,5
VID_20712,2
VID_9138,4814
VID_7699,120
VID_8951,7
VID_1392,238
VID_14808,3246
VID_8128,19
VID_18170,832
VID_8311,1103
VID_14550,6429
VID_4758,869
VID_6557,6
VID_9116,454
VID_14788,5
VID_10195,300
VID_23618,3725
VID_5136,2125
VID_12134,279
VID_17456,31
VID_9063,10
VID_16340,180
VID_17438,793
VID_1902,51
VID_14458,2
VID_17375,1939
VID_10451,5
VID_7080,977
VID_3016,5976
VID_6470,23
VID_14853,23
VID_11188,20
VID_22628,114
VID_5270,10
VID_21273,96
VID_19242,1359
VID_9996,546
VID_17881,34
VID_13545,1063
VID_11130,5
VID_23259,332
VID_2417,2
VID_3411,7
VID_3485,225
VID_5738,2
VID_3521,3
VID_21357,20
VID_6801,43
VID_10981,14
VID_19985,47
VID_22074,619
VID_6537,19
VID_16778,26
VID_18279,13
VID_19019,873
VID_11725,7
VID_21493,274
VID_3640,142
VID_18272,353
VID_8331,3086
VID_16857,2
VID_9041,3
VID_12401,97
VID_18782,10
VID_10823,290
VID_14699,3
VID_20306,127
VID_5710,5
VID_8172,196
VID_15062,20
VID_9296,2
VID_7831,6
VID_4970,19
VID_9255,23
VID_23467,4
VID_16581,162
VID_12488,2
VID_4011,1
VID_3927,23
VID_5578,2
VID_23153,4
VID_12895,517
VID_13203,1
VID_5749,21
VID_200,2
VID_4163,18
VID_17426,85
VID_16544,179
VID_2305,3
VID_553,130
VID_9506,3
VID_6496,1583
VID_5699,139
VID_16734,2294
VID_14600,64
VID_15112,6299
VID_16954,275
VID_18478,4
VID_19389,1046
VID_1348,983
VID_1000,2148
VID_16959,7048
VID_23681,5453
VID_14417,70
VID_10784,21030
VID_8487,401
VID_17040,3
VID_16396,139
VID_15957,17
VID_22207,1160
VID_17528,558
VID_15385,430
VID_16682,46
VID_661,269
VID_13687,93
VID_1438,28
VID_13332,415
VID_14000,425
VID_7402,2
VID_21416,9
VID_1396,42
VID_2133,3937
VID_3603,9
VID_10454,41
VID_491,40
VID_4490,7
VID_15588,17787
VID_13366,60
VID_8288,48
VID_21621,2175
VID_19232,37
VID_20718,1
VID_5949,16
VID_16403,251
VID_7954,17
VID_441,1959
VID_12114,2078
VID_8224,235
VID_2998,11
VID_2676,3361
VID_678,16
VID_16659,2905
VID_1294,17166
VID_7624,2265
VID_1277,658
VID_9726,1654
VID_13732,396
VID_983,4302
VID_18556,151
VID_6037,1961
VID_19550,42
VID_7145,33
VID_8906,4
VID_16583,30
VID_5260,6
VID_15014,14
VID_14318,2804
VID_12522,3402
VID_5197,11
VID_22396,2032
VID_3252,3
VID_23438,16
VID_16127,76
VID_13860,3
VID_13887,167
VID_4865,7
VID_15670,26
VID_7894,4
VID_18048,10712
VID_4307,8
VID_9349,3
VID_16991,80
VID_17464,649
VID_9923,1
VID_11287,4
VID_18502,4
VID_23104,43
VID_13868,3121
VID_14374,7
VID_5205,3
VID_18728,351
VID_23329,731
VID_16284,45033
VID_14059,16
VID_17475,202
VID_389,285
VID_15706,7
VID_11844,53
VID_15446,8
VID_6039,72
VID_6987,611
VID_3855,11
VID_18012,8
VID_21988,3312
VID_19605,9
VID_18707,427
VID_21831,19
VID_19381,6424
VID_272,4206
VID_1906,518
VID_7930,7
VID_2631,203
VID_14335,90
VID_19046,164
VID_9053,1490
VID_15414,3540
VID_10692,25
VID_2308,1022
VID_11872,37
VID_13889,53
VID_23727,166
VID_1251,392
VID_6245,3
VID_20914,702
VID_6957,1940
VID_7865,16
VID_13304,11
VID_11512,1170
VID_12553,661
VID_10134,119
VID_1632,178
VID_22907,7
VID_10816,571
VID_6698,5
VID_19970,2668
VID_8792,25
VID_2040,14
VID_20399,600
VID_13412,330
VID_7928,14
VID_16061,1066
VID_13418,2
VID_19961,2090
VID_11194,1
VID_4489,34
VID_3876,24
VID_12616,6
VID_11483,126
VID_9194,811
VID_7765,35
VID_18780,2381
VID_1267,4407
VID_13432,3577
VID_13302,2
VID_19884,50
VID_1695,598
VID_7157,280
VID_20876,3155
VID_9035,9
VID_4313,30
VID_12180,155
VID_1759,2405
VID_21186,7062
VID_4989,24
VID_17199,2492
VID_6433,16
VID_8740,15
VID_1647,332
VID_16427,33
VID_5806,658
VID_12554,3
VID_15576,1253
VID_20879,23
VID_20580,14
VID_8624,160
VID_15575,3101
VID_18564,19
VID_13483,3
VID_1657,615
VID_1356,32
VID_12108,1177
VID_6649,1242
VID_18405,3675
VID_12738,20
VID_13092,1062
VID_14201,91
VID_13706,8
VID_213,1
VID_7224,166
VID_6884,46
VID_9722,1561
VID_13780,108
VID_13828,278
VID_2817,51
VID_11366,2282
VID_4897,1
VID_3523,13
VID_19135,2914
VID_14543,22
VID_2061,60
VID_754,21
VID_23602,533
VID_11632,133
VID_14440,32
VID_22932,211
VID_7555,26
VID_11213,9
VID_2675,14
VID_8293,5
VID_18726,14
VID_17484,408
VID_18733,12
VID_1059,16
VID_9143,830
VID_14665,185
VID_4036,6396
VID_3285,1200
VID_18901,176
VID_20737,528
VID_944,7
VID_20956,427
VID_11068,667
VID_8123,4
VID_8607,381
VID_11993,3
VID_11216,8
VID_21786,18
VID_12321,13
VID_9374,6
VID_1873,1271
VID_15341,27
VID_1094,14
VID_19489,21
VID_13966,1870
VID_16782,2
VID_11460,121
VID_2282,290
VID_18812,52
VID_5238,193
VID_12704,269
VID_20650,10
VID_16174,701
VID_14138,1
VID_12719,468
VID_10122,2
VID_14697,5
VID_9677,8
VID_22686,1
VID_227,370
VID_20507,13867
VID_21682,2124
VID_18441,2
VID_997,1303
VID_12706,5
VID_6173,3
VID_21501,454
VID_2809,3
VID_569,22
VID_3634,4291
VID_3499,1879
VID_6096,1
VID_14238,9
VID_19675,2530
VID_9330,2442
VID_22198,64
VID_12804,31
VID_16080,22
VID_7748,1
VID_19263,503
VID_10277,12
VID_20198,2
VID_3822,1222
VID_8761,3
VID_6759,7
VID_3481,25
VID_3094,513
VID_16566,414
VID_4441,172
VID_3951,8611
VID_21843,716
VID_23364,1
VID_5251,2
VID_1948,11
VID_3991,7394
VID_7826,16
VID_13676,2
VID_18637,2353
VID_21061,686
VID_6547,1052
VID_16425,3
VID_17266,84
VID_19690,974
VID_14158,2
VID_602,305
VID_13360,34
VID_17387,2654
VID_4906,3
VID_22885,321
VID_23683,64
VID_19725,615
VID_22041,7
VID_5019,343
VID_1377,2
VID_1679,75
VID_9286,1988
VID_19304,5163
VID_666,39
VID_10349,9
VID_1774,281
VID_12371,1
VID_4103,20
VID_6527,331
VID_11443,1402
VID_15490,4
VID_18734,572
VID_4333,5
VID_22923,261
VID_15571,220
VID_7233,26942
VID_9733,7742
VID_4723,2191
VID_14095,4994
VID_10131,8
VID_4768,3
VID_7168,10
VID_18644,1679
VID_17176,9
VID_16331,399
VID_9298,2
VID_13873,958
VID_13295,3616
VID_11572,826
VID_10995,13
VID_20031,7
VID_14996,162
VID_22893,9
VID_21296,363
VID_20277,78
VID_14778,30
VID_383,15
VID_5827,1522
VID_7558,2
VID_18015,9
VID_18744,243
VID_16266,28
VID_17175,14
VID_17805,1005
VID_3720,119
VID_20491,12249
VID_2711,4164
VID_10991,2
VID_23563,4414
VID_353,15140
VID_23165,120
VID_7300,5137
VID_6710,6
VID_5196,7
